# num_models=20  M=4096  num_seqs=4277
seq_filename,seq_class_name,correct,rank,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20
data/sequences/M4096/Bm/02602.seq,Bm,*,1,Bm,I3,Bd,I4,M,I2,I,E,P,A,C,F,H,G,D,G2,C1,E1,Bu,B
data/sequences/M4096/Bm/02604.seq,Bm,*,1,Bm,I3,Bd,I2,P,I,M,F,I4,H,E,A,C,D,G2,G,B,E1,C1,Bu
data/sequences/M4096/Bm/02605.seq,Bm,*,1,Bm,Bd,I3,H,I2,M,I,I4,E,C,G2,G,P,A,F,E1,D,C1,Bu,B
data/sequences/M4096/Bm/02606.seq,Bm,*,1,Bm,Bd,I3,I4,A,I2,H,I,C,P,G2,E,F,G,M,D,B,C1,E1,Bu
data/sequences/M4096/Bm/02608.seq,Bm,*,1,Bm,Bd,I3,I2,A,I,I4,C,F,E,P,H,G2,G,M,D,C1,B,E1,Bu
data/sequences/M4096/Bm/02609.seq,Bm,*,1,Bm,I3,Bd,I2,H,I,A,I4,P,G,E,C,F,M,G2,D,C1,E1,Bu,B
data/sequences/M4096/Bm/02613.seq,Bm,*,1,Bm,Bd,I3,I2,I4,C,I,F,A,E,P,M,H,G,G2,D,C1,B,E1,Bu
data/sequences/M4096/Bm/02617.seq,Bm,*,1,Bm,I3,Bd,H,P,I2,I,G,E,F,C,M,I4,A,G2,D,C1,E1,Bu,B
data/sequences/M4096/Bm/02625.seq,Bm,*,1,Bm,Bd,I3,I2,H,I4,C,P,E,F,A,G,M,I,G2,D,E1,C1,Bu,B
data/sequences/M4096/Bm/02629.seq,Bm,*,1,Bm,I3,Bd,H,I2,I4,A,F,P,I,C,E,G2,D,M,G,C1,E1,Bu,B
data/sequences/M4096/Bm/02633.seq,Bm,*,1,Bm,I3,I4,I2,P,H,E,I,F,A,M,G2,G,Bd,D,C,C1,E1,Bu,B
data/sequences/M4096/Bm/02637.seq,Bm,*,1,Bm,Bd,I3,I4,H,G,I2,A,G2,P,E,I,F,C,M,D,B,E1,C1,Bu
data/sequences/M4096/Bm/02640.seq,Bm,*,1,Bm,Bd,I3,I4,H,I2,G,P,C,I,E,A,G2,F,M,D,E1,C1,Bu,B
data/sequences/M4096/Bm/02643.seq,Bm,*,1,Bm,Bd,I3,I4,G2,I2,H,F,E,I,C,P,M,A,D,G,C1,E1,Bu,B
data/sequences/M4096/Bm/02646.seq,Bm,*,1,Bm,Bd,I3,I2,I,H,A,C,P,E,G2,F,G,M,I4,D,E1,C1,Bu,B
data/sequences/M4096/Bm/02649.seq,Bm,*,1,Bm,Bd,I3,I2,H,I,F,C,P,E,A,G2,D,G,M,I4,C1,E1,Bu,B
data/sequences/M4096/Bm/02652.seq,Bm,*,1,Bm,Bd,I3,F,C,G2,H,A,E,I2,I,P,D,G,M,I4,C1,E1,Bu,B
data/sequences/M4096/Bm/02655.seq,Bm,*,1,Bm,I3,I,Bd,H,I2,E,A,F,C,G2,I4,P,G,M,D,E1,C1,Bu,B
data/sequences/M4096/Bm/02658.seq,Bm,*,1,Bm,Bd,I3,I2,I,F,A,C,E,H,P,M,I4,G,G2,D,C1,E1,Bu,B
data/sequences/M4096/Bm/02661.seq,Bm,*,1,Bm,Bd,I3,I2,I,F,A,I4,E,C,P,H,G2,G,D,M,E1,C1,Bu,B
data/sequences/M4096/Bm/02664.seq,Bm,*,1,Bm,Bd,I3,I,I2,G2,A,F,H,P,E,G,C,M,D,I4,E1,C1,Bu,B
data/sequences/M4096/Bm/02723.seq,Bm,*,1,Bm,H,G,I,P,F,I2,I4,A,C,I3,E,G2,D,M,Bd,C1,B,E1,Bu
data/sequences/M4096/Bm/02724.seq,Bm,*,1,Bm,H,I3,I2,G,A,P,Bd,C,F,I4,I,G2,E,D,M,C1,E1,Bu,B
data/sequences/M4096/Bm/02725.seq,Bm,*,1,Bm,G,H,I4,I,I2,A,P,C,Bd,E,I3,G2,F,D,M,B,C1,E1,Bu
data/sequences/M4096/Bm/02733.seq,Bm,*,1,Bm,Bd,G,I2,I3,I4,I,A,P,H,G2,F,C,E,M,D,C1,E1,Bu,B
data/sequences/M4096/Bm/02737.seq,Bm,*,1,Bm,I3,G,I,H,P,I2,I4,Bd,A,C,G2,E,F,D,M,C1,B,E1,Bu
data/sequences/M4096/Bm/02745.seq,Bm,*,1,Bm,Bd,H,I4,G,I2,P,I,C,A,G2,I3,D,F,E,M,C1,E1,Bu,B
data/sequences/M4096/Bm/02749.seq,Bm,*,1,Bm,Bd,I3,I4,I2,G,H,I,G2,P,C,E,A,F,M,D,B,C1,E1,Bu
data/sequences/M4096/Bm/02752.seq,Bm,*,1,Bm,I4,Bd,I2,I3,G,P,H,I,A,C,G2,F,E,D,M,C1,E1,Bu,B
data/sequences/M4096/Bm/02755.seq,Bm,*,1,Bm,I3,I2,Bd,I4,G,P,I,H,C,F,G2,E,A,D,M,E1,C1,Bu,B
data/sequences/M4096/Bm/02761.seq,Bm,*,1,Bm,Bd,I4,H,I2,I3,C,G,A,P,B,I,F,D,G2,E,M,E1,C1,Bu
data/sequences/M4096/Bm/02764.seq,Bm,*,1,Bm,I3,I2,C,H,I4,I,G,F,G2,E,Bd,A,P,D,M,B,C1,E1,Bu
data/sequences/M4096/Bm/02767.seq,Bm,*,1,Bm,I3,C,G,I2,I4,I,A,E,G2,D,H,F,P,M,Bd,B,E1,C1,Bu
data/sequences/M4096/Bm/02773.seq,Bm,*,1,Bm,I3,H,I,I2,C,A,I4,G,E,G2,P,D,F,Bd,M,B,E1,C1,Bu
data/sequences/M4096/Bm/02779.seq,Bm,*,1,Bm,Bd,I4,I2,I3,H,I,G,C,E,A,G2,P,F,D,M,B,E1,C1,Bu
data/sequences/M4096/Bm/02892.seq,Bm,*,1,Bm,Bd,I4,I3,I,I2,P,G,C,E,H,A,G2,F,D,M,B,E1,C1,Bu
data/sequences/M4096/Bm/02893.seq,Bm,*,1,Bm,Bd,I4,I3,P,I,I2,C,E,F,H,A,G2,G,M,D,C1,B,E1,Bu
data/sequences/M4096/Bm/02901.seq,Bm,*,1,Bm,I4,I3,Bd,I,I2,P,G,A,G2,C,E,F,M,H,D,B,E1,C1,Bu
data/sequences/M4096/Bm/02905.seq,Bm,*,1,Bm,Bd,I4,I3,G,P,I,E,I2,C,G2,M,A,F,H,D,C1,B,E1,Bu
data/sequences/M4096/Bm/02913.seq,Bm,*,1,Bm,I4,P,I,I2,I3,E,G,H,G2,C,A,Bd,F,D,M,B,E1,C1,Bu
data/sequences/M4096/Bm/02916.seq,Bm,*,1,Bm,I3,I2,C,I4,H,I,G,E,A,F,G2,Bd,P,D,M,B,E1,C1,Bu
data/sequences/M4096/Bm/02921.seq,Bm,*,1,Bm,I2,I,I3,E,G2,P,D,C,H,I4,F,A,Bd,G,M,B,E1,C1,Bu
data/sequences/M4096/Bm/02922.seq,Bm,*,1,Bm,I3,I2,I,I4,E,P,H,C,A,G,G2,F,Bd,D,M,B,E1,C1,Bu
data/sequences/M4096/Bm/02923.seq,Bm,!,2,I2,Bm,I,P,I4,C,E,G2,G,I3,H,A,F,M,D,Bd,B,C1,E1,Bu
data/sequences/M4096/Bm/03035.seq,Bm,*,1,Bm,Bd,I4,I3,G,P,E,I2,I,G2,C,H,A,F,D,M,B,E1,C1,Bu
data/sequences/M4096/Bm/03036.seq,Bm,*,1,Bm,Bd,I4,I3,I,P,I2,E,B,G2,C,G,A,M,F,H,D,E1,C1,Bu
data/sequences/M4096/Bm/03038.seq,Bm,*,1,Bm,I3,Bd,I4,I2,E,I,P,F,G2,C,H,A,G,D,B,M,E1,C1,Bu
data/sequences/M4096/Bm/03039.seq,Bm,*,1,Bm,I3,I4,Bd,P,I2,I,E,G2,G,A,C,M,F,H,D,B,E1,C1,Bu
data/sequences/M4096/Bm/03042.seq,Bm,*,1,Bm,Bd,I4,I3,E,I2,C,G2,P,I,D,G,A,H,F,M,B,E1,C1,Bu
data/sequences/M4096/Bm/03043.seq,Bm,*,1,Bm,Bd,I4,I3,I,P,E,I2,G2,B,G,A,C,M,F,H,D,E1,C1,Bu
data/sequences/M4096/Bm/03050.seq,Bm,*,1,Bm,I3,I4,Bd,I2,I,E,P,A,G,G2,C,H,F,M,D,B,E1,C1,Bu
data/sequences/M4096/Bm/03054.seq,Bm,*,1,Bm,I4,I3,Bd,I2,I,P,E,G2,C,A,G,F,H,D,M,B,E1,C1,Bu
data/sequences/M4096/Bm/03058.seq,Bm,*,1,Bm,I3,Bd,E,B,I,I4,G2,I2,C,G,P,H,A,D,F,M,E1,C1,Bu
data/sequences/M4096/Bm/03065.seq,Bm,*,1,Bm,Bd,I3,I4,E,I2,I,C,A,H,G2,P,F,G,B,D,M,E1,C1,Bu
data/sequences/M4096/Bm/03068.seq,Bm,*,1,Bm,I3,Bd,I4,H,I2,I,P,E,C,A,G2,G,F,D,M,B,E1,C1,Bu
data/sequences/M4096/Bm/03071.seq,Bm,!,3,I4,I3,Bm,I2,I,Bd,E,P,F,A,C,H,G,G2,D,M,B,E1,C1,Bu
data/sequences/M4096/Bm/03082.seq,Bm,!,2,I3,Bm,I4,I2,E,A,C,G2,Bd,P,I,G,H,M,D,F,B,E1,C1,Bu
data/sequences/M4096/Bm/03184.seq,Bm,*,1,Bm,I3,I2,I4,P,I,Bd,E,A,G2,H,C,G,F,M,D,B,E1,C1,Bu
data/sequences/M4096/Bm/03189.seq,Bm,*,1,Bm,I4,I3,I2,G,A,P,E,Bd,I,H,C,G2,D,F,B,M,E1,C1,Bu
data/sequences/M4096/Bm/03192.seq,Bm,!,4,I3,I2,I4,Bm,A,G,I,E,P,Bd,G2,C,H,D,F,M,B,E1,C1,Bu
data/sequences/M4096/Bm/03200.seq,Bm,!,6,I3,I4,I2,E,I,Bm,P,G,G2,C,A,H,Bd,F,D,B,M,E1,C1,Bu
data/sequences/M4096/Bm/03203.seq,Bm,*,1,Bm,I2,G2,I4,E,I3,C,I,H,A,G,D,F,P,Bd,B,M,E1,C1,Bu
data/sequences/M4096/Bm/03205.seq,Bm,*,1,Bm,I3,I4,I2,Bd,H,E,D,A,G2,P,C,I,G,F,B,M,E1,C1,Bu
data/sequences/M4096/Bm/03323.seq,Bm,*,1,Bm,I3,I4,Bd,I,I2,E,P,G2,G,C,H,B,A,F,D,M,E1,C1,Bu
data/sequences/M4096/Bm/03327.seq,Bm,*,1,Bm,I3,Bd,I4,I2,I,E,H,P,G,G2,C,A,D,F,M,B,E1,C1,Bu
data/sequences/M4096/Bm/03331.seq,Bm,*,1,Bm,I4,I3,I2,Bd,E,I,P,G2,G,C,H,A,B,F,D,M,C1,E1,Bu
data/sequences/M4096/Bm/03335.seq,Bm,*,1,Bm,E,I,G,G2,I3,I4,I2,P,C,Bd,A,H,B,M,F,D,E1,C1,Bu
data/sequences/M4096/Bm/03339.seq,Bm,*,1,Bm,I3,I4,Bd,I,I2,P,E,A,G,G2,C,H,D,F,B,M,E1,C1,Bu
data/sequences/M4096/Bm/03343.seq,Bm,*,1,Bm,I3,I4,Bd,I2,E,I,P,A,G2,C,G,H,F,D,M,B,E1,C1,Bu
data/sequences/M4096/Bm/03353.seq,Bm,!,3,I3,I2,Bm,I4,I,A,E,P,Bd,C,G2,D,G,H,F,M,B,E1,C1,Bu
data/sequences/M4096/Bm/03442.seq,Bm,*,1,Bm,I2,I3,I4,Bd,H,P,C,D,A,G2,I,M,G,E,F,E1,C1,B,Bu
data/sequences/M4096/Bm/03443.seq,Bm,*,1,Bm,Bd,I3,I2,I4,I,P,H,C,D,A,G2,F,M,G,E,B,E1,C1,Bu
data/sequences/M4096/Bm/03445.seq,Bm,*,1,Bm,I4,I2,I3,Bd,I,H,P,A,F,M,E,C,D,B,G,G2,E1,C1,Bu
data/sequences/M4096/Bm/03446.seq,Bm,*,1,Bm,I2,I4,I3,Bd,E,G2,G,D,F,C,P,H,A,I,M,B,E1,Bu,C1
data/sequences/M4096/Bm/03450.seq,Bm,*,1,Bm,I4,I2,I3,I,P,Bd,F,C,G,D,E,H,G2,M,A,E1,B,C1,Bu
data/sequences/M4096/Bm/03451.seq,Bm,*,1,Bm,I4,I2,I3,H,P,C,G,F,D,E,I,M,A,G2,Bd,B,C1,E1,Bu
data/sequences/M4096/Bm/03452.seq,Bm,*,1,Bm,B,I2,I3,I4,H,P,C,G,F,A,E,M,I,G2,E1,D,C1,Bd,Bu
data/sequences/M4096/Bm/03454.seq,Bm,*,1,Bm,I2,I3,I4,B,P,H,C,E,F,A,G,D,I,G2,M,E1,Bd,C1,Bu
data/sequences/M4096/Bm/03455.seq,Bm,*,1,Bm,I3,B,I4,I2,Bd,A,C,P,H,F,E,I,Bu,G,D,G2,M,C1,E1
data/sequences/M4096/Bm/03458.seq,Bm,*,1,Bm,I3,I2,I4,B,P,H,E,G,A,C,D,G2,F,E1,Bd,I,Bu,M,C1
data/sequences/M4096/Bm/03459.seq,Bm,*,1,Bm,B,I3,I2,P,I4,C,F,E,G,G2,A,E1,H,D,I,M,Bd,C1,Bu
data/sequences/M4096/Bm/03467.seq,Bm,*,1,Bm,B,I4,Bd,I3,I2,P,C,F,E,A,G,G2,I,D,H,M,C1,Bu,E1
data/sequences/M4096/Bm/03471.seq,Bm,*,1,Bm,I3,I4,I2,Bu,Bd,E,B,A,H,C,D,G2,P,I,F,M,C1,G,E1
data/sequences/M4096/Bm/03475.seq,Bm,*,1,Bm,I3,I2,I4,P,D,B,C,H,E,A,Bu,Bd,F,G,G2,I,M,E1,C1
data/sequences/M4096/Bm/03482.seq,Bm,*,1,Bm,B,I3,I2,I4,Bd,Bu,P,A,H,C,D,E,F,G,I,G2,M,E1,C1
data/sequences/M4096/Bm/03485.seq,Bm,*,1,Bm,I3,H,Bu,Bd,I2,I4,P,D,E,A,C,F,B,I,G,M,G2,E1,C1
data/sequences/M4096/Bm/03488.seq,Bm,*,1,Bm,I2,I3,I4,P,Bd,A,H,I,C,E,F,Bu,D,G,B,G2,C1,M,E1
data/sequences/M4096/Bm/03492.seq,Bm,*,1,Bm,I2,I3,E,I,I4,C,P,D,H,A,F,G2,G,B,M,E1,C1,Bd,Bu
data/sequences/M4096/Bm/03493.seq,Bm,*,1,Bm,I2,I3,E,C,P,I4,I,F,A,B,G2,C1,D,Bu,H,Bd,G,E1,M
data/sequences/M4096/Bm/03494.seq,Bm,*,1,Bm,I2,E,I4,I,C,A,D,Bd,P,I3,F,Bu,G2,G,E1,H,C1,M,B
data/sequences/M4096/Bm/03497.seq,Bm,*,1,Bm,I3,I2,I4,Bd,E,I,P,A,D,C,E1,G,Bu,G2,F,H,C1,B,M
data/sequences/M4096/Bm/03501.seq,Bm,*,1,Bm,Bu,I3,Bd,I2,I4,A,C,F,E,H,P,I,D,B,G2,C1,G,E1,M
data/sequences/M4096/Bm/03504.seq,Bm,*,1,Bm,I3,I4,Bu,I2,C,A,E,H,I,D,B,P,F,G2,M,C1,G,E1,Bd
data/sequences/M4096/Bm/03507.seq,Bm,*,1,Bm,I3,Bu,H,A,C,F,B,I4,I2,I,E,D,Bd,P,G2,G,M,C1,E1
data/sequences/M4096/Bm/03573.seq,Bm,!,2,A,Bm,I2,G,I3,C,P,E,I,D,G2,F,I4,H,C1,M,Bd,B,Bu,E1
data/sequences/M4096/Bm/03575.seq,Bm,*,1,Bm,I2,P,G,A,H,E,C,I4,I3,D,I,M,F,G2,B,C1,E1,Bd,Bu
data/sequences/M4096/Bm/03577.seq,Bm,!,2,A,Bm,I2,C,I3,P,G,G2,H,I,E,I4,D,F,M,B,Bd,C1,E1,Bu
data/sequences/M4096/Bm/03596.seq,Bm,*,1,Bm,Bd,A,C,G2,I3,I2,E,D,I,H,I4,P,G,M,F,C1,E1,B,Bu
data/sequences/M4096/Bm/03600.seq,Bm,*,1,Bm,Bd,A,I3,I2,C,H,G2,E,D,I,I4,G,M,P,F,C1,E1,B,Bu
data/sequences/M4096/Bm/03604.seq,Bm,*,1,Bm,I2,I3,C,E,P,H,G2,D,A,I,I4,G,Bd,F,M,C1,E1,B,Bu
data/sequences/M4096/Bm/03605.seq,Bm,*,1,Bm,I2,I3,H,Bd,I4,I,C,D,P,G2,E,A,F,G,M,C1,B,E1,Bu
data/sequences/M4096/Bm/03609.seq,Bm,*,1,Bm,I4,I2,I3,Bd,I,H,E,P,G2,C,M,G,A,D,F,C1,E1,Bu,B
data/sequences/M4096/Bm/03618.seq,Bm,!,2,I2,Bm,I3,I4,H,P,C,D,I,M,G2,A,F,Bd,G,E,C1,E1,Bu,B
data/sequences/M4096/Bm/03619.seq,Bm,*,1,Bm,I2,I3,M,I4,D,P,H,E,F,I,C,G2,A,G,C1,Bd,E1,Bu,B
data/sequences/M4096/Bm/03622.seq,Bm,*,1,Bm,I2,I3,I4,H,P,A,D,F,I,C,E,M,G,G2,Bd,C1,E1,B,Bu
data/sequences/M4096/Bm/03623.seq,Bm,*,1,Bm,I2,I3,I4,I,P,H,D,C,M,E,A,F,G2,G,Bd,E1,C1,B,Bu
data/sequences/M4096/Bm/03630.seq,Bm,*,1,Bm,I3,I4,H,I2,P,M,E,A,C,I,F,D,Bd,G2,G,C1,E1,B,Bu
data/sequences/M4096/Bm/03631.seq,Bm,*,1,Bm,I3,I2,P,F,A,I,I4,G2,C,H,E,D,G,M,Bd,C1,E1,Bu,B
data/sequences/M4096/Bm/03634.seq,Bm,*,1,Bm,I4,I3,I2,M,P,I,H,A,C,Bd,D,G,G2,F,E,C1,E1,B,Bu
data/sequences/M4096/Bm/03635.seq,Bm,*,1,Bm,I3,H,I2,P,Bd,I,I4,G,M,C,E,F,A,G2,D,C1,E1,Bu,B
data/sequences/M4096/Bm/03638.seq,Bm,*,1,Bm,I3,I2,I4,I,P,H,Bd,C,A,M,G2,E,D,F,G,E1,C1,B,Bu
data/sequences/M4096/Bm/03639.seq,Bm,*,1,Bm,I2,I3,D,P,I4,E,H,I,F,M,C,G2,A,G,E1,C1,Bd,Bu,B
data/sequences/M4096/Bm/03642.seq,Bm,*,1,Bm,I3,I4,I2,M,D,C,P,E,F,A,H,G2,G,I,Bd,E1,C1,B,Bu
data/sequences/M4096/Bm/03643.seq,Bm,*,1,Bm,H,I2,I3,M,P,D,I4,C,I,G2,A,F,E,G,E1,Bd,C1,Bu,B
data/sequences/M4096/Bm/03756.seq,Bm,*,1,Bm,I4,I2,I3,P,H,I,G,M,D,A,Bd,F,C,E,G2,E1,C1,B,Bu
data/sequences/M4096/Bm/03757.seq,Bm,*,1,Bm,I2,I4,I3,I,P,Bd,H,E,M,D,C,G,G2,F,A,E1,C1,Bu,B
data/sequences/M4096/Bm/03763.seq,Bm,*,1,Bm,P,I2,D,G,I4,E,H,C,I,F,G2,M,I3,A,E1,C1,Bd,B,Bu
data/sequences/M4096/Bm/03770.seq,Bm,*,1,Bm,I3,I4,Bd,I2,P,D,C,F,H,E,A,G,I,G2,M,B,E1,C1,Bu
data/sequences/M4096/Bm/03774.seq,Bm,*,1,Bm,I4,I3,I2,A,H,C,P,G,D,E,F,I,G2,M,Bd,C1,E1,B,Bu
data/sequences/M4096/Bm/03777.seq,Bm,*,1,Bm,I3,H,I4,I2,P,C,A,I,E,F,D,M,C1,G2,G,E1,Bd,Bu,B
data/sequences/M4096/Bm/03778.seq,Bm,*,1,Bm,I2,C,H,I3,M,P,E,I4,I,F,D,G,A,G2,E1,C1,Bd,B,Bu
data/sequences/M4096/Bm/03779.seq,Bm,*,1,Bm,I3,I2,P,C,H,E,I4,F,G,A,I,D,G2,M,E1,C1,B,Bd,Bu
data/sequences/M4096/Bm/03782.seq,Bm,*,1,Bm,I4,I2,I3,D,F,G,P,E,H,I,C1,M,G2,C,A,E1,B,Bd,Bu
data/sequences/M4096/Bm/03794.seq,Bm,*,1,Bm,I2,I3,H,P,I4,D,C,M,I,G,E,A,G2,F,E1,Bd,C1,B,Bu
data/sequences/M4096/Bm/03800.seq,Bm,!,2,P,Bm,I2,G,H,D,E,I4,G2,C,I,I3,F,M,A,E1,C1,B,Bd,Bu
data/sequences/M4096/Bm/03807.seq,Bm,*,1,Bm,I2,I3,P,C,H,I4,G,D,E,M,I,F,A,G2,E1,Bd,C1,B,Bu
data/sequences/M4096/Bm/03903.seq,Bm,*,1,Bm,H,I2,I3,I4,Bd,C,M,F,D,A,P,I,E,G,G2,B,C1,E1,Bu
data/sequences/M4096/Bm/03904.seq,Bm,*,1,Bm,I4,I2,I3,C,Bd,A,P,H,I,F,E,D,G,M,G2,B,E1,C1,Bu
data/sequences/M4096/Bm/03906.seq,Bm,*,1,Bm,I4,I2,I3,Bd,E,P,M,D,H,G,C,F,I,G2,Bu,A,E1,C1,B
data/sequences/M4096/Bm/03907.seq,Bm,*,1,Bm,I4,I3,I2,M,H,P,C,I,A,G,F,E,D,G2,Bd,C1,B,E1,Bu
data/sequences/M4096/Bm/03908.seq,Bm,*,1,Bm,I4,I2,I3,H,P,C,G,F,I,M,A,D,G2,E,C1,Bd,B,E1,Bu
data/sequences/M4096/Bm/03910.seq,Bm,*,1,Bm,I2,H,I3,M,G,I4,P,C,I,D,F,A,G2,E,B,Bd,C1,E1,Bu
data/sequences/M4096/Bm/03911.seq,Bm,*,1,Bm,I4,I2,I3,M,P,H,C,G,F,A,E,I,G2,D,B,Bd,E1,C1,Bu
data/sequences/M4096/Bm/03912.seq,Bm,*,1,Bm,I4,I3,I2,P,H,M,G,C,D,F,E,A,G2,I,Bd,E1,C1,B,Bu
data/sequences/M4096/Bm/03914.seq,Bm,*,1,Bm,I4,I2,Bd,H,I3,D,E,P,C,G,M,I,B,F,A,G2,Bu,C1,E1
data/sequences/M4096/Bm/03918.seq,Bm,*,1,Bm,I2,I4,I3,I,Bd,B,F,P,C,H,D,E,G,G2,A,M,E1,C1,Bu
data/sequences/M4096/Bm/03922.seq,Bm,*,1,Bm,Bd,I4,I2,I3,E,Bu,I,C,F,P,M,A,H,D,G,G2,B,E1,C1
data/sequences/M4096/Bm/03926.seq,Bm,*,1,Bm,I3,I2,I4,C,A,H,F,D,I,P,M,E,G,G2,Bd,E1,C1,B,Bu
data/sequences/M4096/Bm/03929.seq,Bm,*,1,Bm,I2,I3,I4,Bd,P,M,I,H,F,E,C,D,G,A,G2,E1,B,Bu,C1
data/sequences/M4096/Bm/03936.seq,Bm,*,1,Bm,I2,E,F,C,P,I3,I4,D,A,M,G2,I,H,G,E1,Bd,C1,Bu,B
data/sequences/M4096/Bm/03939.seq,Bm,*,1,Bm,I3,I2,I4,H,P,M,C,E,D,A,F,G,I,Bd,G2,E1,C1,B,Bu
data/sequences/M4096/Bm/03940.seq,Bm,*,1,Bm,I2,E,I3,I4,D,I,C,F,H,P,G2,G,M,Bd,A,C1,E1,Bu,B
data/sequences/M4096/Bm/03943.seq,Bm,*,1,Bm,I2,I3,I4,H,Bd,C,M,E,I,P,G,F,D,A,G2,B,E1,C1,Bu
data/sequences/M4096/Bm/03946.seq,Bm,*,1,Bm,I4,I2,I3,Bd,D,C,E,F,H,M,A,G2,I,P,G,E1,C1,Bu,B
data/sequences/M4096/Bm/03949.seq,Bm,*,1,Bm,I2,I4,I3,Bd,H,C,F,I,M,E,P,D,G,A,G2,E1,C1,B,Bu
data/sequences/M4096/Bm/03952.seq,Bm,*,1,Bm,I3,I2,Bu,Bd,C,I4,A,D,F,I,E,P,H,G2,G,C1,M,E1,B
data/sequences/M4096/Bm/03955.seq,Bm,*,1,Bm,I3,F,I2,C,E,I4,H,Bd,P,I,G,D,A,C1,G2,M,E1,Bu,B
data/sequences/M4096/Bm/04123.seq,Bm,*,1,Bm,I3,I2,I4,C,P,H,G,F,E,I,A,D,B,M,G2,Bd,C1,E1,Bu
data/sequences/M4096/Bm/04124.seq,Bm,*,1,Bm,I2,I3,I4,C,F,A,I,Bd,E,G2,P,D,H,Bu,G,B,C1,M,E1
data/sequences/M4096/Bm/04127.seq,Bm,*,1,Bm,B,I4,Bd,I3,I2,H,C,P,F,A,E,G2,M,D,G,I,Bu,C1,E1
data/sequences/M4096/Bm/04128.seq,Bm,*,1,Bm,I4,I2,I3,B,Bd,C,F,I,P,E,M,G2,A,H,D,C1,G,Bu,E1
data/sequences/M4096/Bm/04132.seq,Bm,*,1,Bm,B,I4,Bd,I3,I2,A,F,H,P,C,D,I,E,G,G2,C1,M,Bu,E1
data/sequences/M4096/Bm/04140.seq,Bm,*,1,Bm,B,I4,Bd,I3,I2,F,C,E,A,G2,H,G,P,M,I,D,C1,Bu,E1
data/sequences/M4096/Bm/04144.seq,Bm,*,1,Bm,I4,I2,I3,B,P,F,G,H,I,E,C,Bd,G2,D,M,A,E1,C1,Bu
data/sequences/M4096/Bm/04148.seq,Bm,*,1,Bm,I2,I4,I3,P,C,G,A,I,F,G2,E,M,H,Bd,D,C1,B,Bu,E1
data/sequences/M4096/Bm/04155.seq,Bm,*,1,Bm,I2,I3,E,A,I4,F,H,I,P,C,G,D,G2,M,B,C1,Bu,E1,Bd
data/sequences/M4096/Bm/04163.seq,Bm,*,1,Bm,I3,I2,H,P,A,E,F,C,D,G,I4,G2,I,M,B,C1,E1,Bu,Bd
data/sequences/M4096/Bm/04252.seq,Bm,*,1,Bm,Bd,I4,I3,I2,Bu,P,I,A,F,E,G2,B,C,G,D,C1,M,H,E1
data/sequences/M4096/Bm/04257.seq,Bm,!,2,A,Bm,P,G2,I,I3,E,G,I4,I2,C,F,D,M,E1,H,C1,Bd,B,Bu
data/sequences/M4096/Bm/04259.seq,Bm,*,1,Bm,I4,Bd,I3,I2,P,C,Bu,F,E,I,G2,A,B,G,M,D,H,C1,E1
data/sequences/M4096/Bm/04264.seq,Bm,!,2,A,Bm,I3,I4,I,I2,E,G2,P,F,C,M,G,E1,Bd,D,B,C1,Bu,H
data/sequences/M4096/Bm/04269.seq,Bm,*,1,Bm,Bd,I3,I2,Bu,B,I4,C,P,A,F,I,H,G2,E,G,D,M,C1,E1
data/sequences/M4096/Bm/04272.seq,Bm,*,1,Bm,I3,I2,I,E,I4,P,Bu,C,F,A,Bd,G2,D,M,E1,G,C1,H,B
data/sequences/M4096/Bm/04273.seq,Bm,*,1,Bm,I3,Bu,I2,A,I,P,I4,C,E,F,B,D,G2,Bd,G,H,M,C1,E1
data/sequences/M4096/Bm/04278.seq,Bm,*,1,Bm,I3,I2,Bu,I4,P,E,I,C,G2,A,F,D,G,E1,Bd,M,C1,H,B
data/sequences/M4096/Bm/04279.seq,Bm,!,3,I3,I4,Bm,I,I2,Bu,P,E,F,Bd,C,A,G2,E1,D,G,C1,M,B,H
data/sequences/M4096/Bm/04376.seq,Bm,*,1,Bm,I3,Bd,I2,I4,I,A,C,Bu,H,P,E,B,F,D,G,G2,C1,M,E1
data/sequences/M4096/Bm/04378.seq,Bm,*,1,Bm,I3,I4,Bd,I2,B,P,A,E,G2,Bu,C,I,G,F,D,H,M,E1,C1
data/sequences/M4096/Bm/04379.seq,Bm,*,1,Bm,I3,Bd,B,I4,Bu,I2,H,I,C,P,A,E,C1,D,G,G2,M,F,E1
data/sequences/M4096/Bm/04380.seq,Bm,*,1,Bm,I3,I2,I4,Bd,I,P,A,G,E,C,F,D,G2,H,C1,M,Bu,B,E1
data/sequences/M4096/Bm/04383.seq,Bm,*,1,Bm,I3,I2,Bd,Bu,I4,A,P,E,C,B,G2,M,G,I,F,C1,D,H,E1
data/sequences/M4096/Bm/04384.seq,Bm,*,1,Bm,I3,I2,P,E,G,G2,I,I4,Bd,A,C,D,F,Bu,E1,H,M,B,C1
data/sequences/M4096/Bm/04385.seq,Bm,*,1,Bm,Bd,I3,Bu,I4,I2,I,P,C,B,E,F,D,A,G2,M,H,G,C1,E1
